subject,task,run_count,status_run_count,status_available,summary_source_run,disagreement_found,bad_channel_count,bad_channels
sub-NDARAA306NT2,DespicableMe,1,0,false,,false,,
sub-NDARAA306NT2,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAA306NT2,FunwithFractals,1,0,false,,false,,
sub-NDARAA306NT2,ThePresent,1,0,false,,false,,
sub-NDARAA306NT2,allTasks,7,7,true,3,false,14,E10;E55;E62;E72;E75;E76;E77;E79;E80;E107;E112;E124;E127;Cz
sub-NDARAA306NT2,contrastChangeDetection,3,0,false,,false,,
sub-NDARAA306NT2,freeView,3,3,true,3,false,15,E10;E55;E56;E62;E72;E75;E76;E77;E79;E80;E107;E112;E126;E127;Cz
sub-NDARAA306NT2,surroundSupp,1,0,false,,false,,
sub-NDARAA396TWZ,DespicableMe,1,0,false,,false,,
sub-NDARAA396TWZ,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAA396TWZ,FunwithFractals,1,0,false,,false,,
sub-NDARAA396TWZ,RestingState,1,0,false,,false,,
sub-NDARAA504CRN,DespicableMe,1,0,false,,false,,
sub-NDARAA504CRN,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAA504CRN,FunwithFractals,1,0,false,,false,,
sub-NDARAA504CRN,ThePresent,1,0,false,,false,,
sub-NDARAA504CRN,allTasks,4,4,true,3,false,23,E6;E7;E10;E48;E55;E62;E68;E71;E72;E75;E76;E77;E78;E79;E80;E81;E82;E83;E88;E106;E107;E119;Cz
sub-NDARAA504CRN,contrastChangeDetection,2,0,false,,false,,
sub-NDARAA504CRN,freeView,2,2,true,3,false,20,E6;E10;E48;E55;E62;E75;E77;E78;E79;E80;E82;E88;E89;E106;E107;E114;E119;E126;E127;Cz
sub-NDARAA773LUW,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAA773LUW,RestingState,1,0,false,,false,,
sub-NDARAA773LUW,contrastChangeDetection,1,0,false,,false,,
sub-NDARAA773LUW,surroundSupp,1,0,false,,false,,
sub-NDARAA947ZG5,RestingState,1,0,false,,false,,
sub-NDARAA947ZG5,allTasks,3,3,true,1,false,26,E5;E6;E8;E40;E43;E44;E48;E49;E52;E54;E55;E56;E62;E67;E78;E79;E80;E105;E106;E112;E113;E119;E126;E127;E128;Cz
sub-NDARAA947ZG5,freeView,1,1,true,1,false,37,E1;E5;E6;E7;E8;E30;E37;E40;E43;E44;E48;E49;E52;E54;E55;E56;E62;E67;E68;E72;E78;E79;E80;E87;E105;E106;E107;E112;E113;E114;E119;E120;E122;E126;E127;E128;Cz
sub-NDARAA947ZG5,seqLearning8target,1,0,false,,false,,
sub-NDARAA947ZG5,symbolSearch,1,0,false,,false,,
sub-NDARAA948VFH,DespicableMe,1,0,false,,false,,
sub-NDARAA948VFH,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAA948VFH,FunwithFractals,1,0,false,,false,,
sub-NDARAA948VFH,RestingState,1,0,false,,false,,
sub-NDARAA948VFH,ThePresent,1,0,false,,false,,
sub-NDARAA948VFH,allTasks,10,10,true,1,false,16,E7;E15;E25;E31;E48;E55;E62;E67;E72;E75;E76;E77;E78;E80;E113;Cz
sub-NDARAA948VFH,contrastChangeDetection,3,0,false,,false,,
sub-NDARAA948VFH,freeView,3,3,true,1,false,16,E7;E15;E25;E31;E48;E55;E62;E67;E72;E75;E76;E77;E78;E80;E113;Cz
sub-NDARAA948VFH,seqLearning6target,1,0,false,,false,,
sub-NDARAA948VFH,surroundSupp,2,0,false,,false,,
sub-NDARAA948VFH,symbolSearch,1,0,false,,false,,
sub-NDARAB055BPR,DespicableMe,1,0,false,,false,,
sub-NDARAB055BPR,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB055BPR,FunwithFractals,1,0,false,,false,,
sub-NDARAB055BPR,RestingState,1,0,false,,false,,
sub-NDARAB055BPR,ThePresent,1,0,false,,false,,
sub-NDARAB055BPR,allTasks,11,11,true,2,false,33,E33;E34;E35;E36;E37;E38;E39;E40;E41;E42;E43;E44;E45;E46;E47;E48;E49;E50;E51;E52;E53;E54;E55;E56;E57;E58;E59;E60;E61;E62;E63;E64;Cz
sub-NDARAB055BPR,contrastChangeDetection,3,0,false,,false,,
sub-NDARAB055BPR,freeView,4,4,true,2,false,33,E33;E34;E35;E36;E37;E38;E39;E40;E41;E42;E43;E44;E45;E46;E47;E48;E49;E50;E51;E52;E53;E54;E55;E56;E57;E58;E59;E60;E61;E62;E63;E64;Cz
sub-NDARAB055BPR,seqLearning8target,1,0,false,,false,,
sub-NDARAB055BPR,surroundSupp,2,0,false,,false,,
sub-NDARAB348EWR,DespicableMe,1,0,false,,false,,
sub-NDARAB348EWR,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB348EWR,FunwithFractals,1,0,false,,false,,
sub-NDARAB348EWR,RestingState,1,0,false,,false,,
sub-NDARAB348EWR,ThePresent,1,0,false,,false,,
sub-NDARAB348EWR,allTasks,11,11,true,1,false,22,E8;E11;E17;E20;E29;E30;E38;E48;E49;E56;E61;E62;E67;E68;E79;E94;E99;E107;E113;E114;E119;Cz
sub-NDARAB348EWR,contrastChangeDetection,3,0,false,,false,,
sub-NDARAB348EWR,freeView,5,5,true,1,false,22,E8;E11;E17;E20;E29;E30;E38;E48;E49;E56;E61;E62;E67;E68;E79;E88;E94;E107;E113;E114;E119;Cz
sub-NDARAB348EWR,surroundSupp,2,0,false,,false,,
sub-NDARAB348EWR,symbolSearch,1,0,false,,false,,
sub-NDARAB458VK9,DespicableMe,1,0,false,,false,,
sub-NDARAB458VK9,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB458VK9,FunwithFractals,1,0,false,,false,,
sub-NDARAB458VK9,RestingState,1,0,false,,false,,
sub-NDARAB458VK9,ThePresent,1,0,false,,false,,
sub-NDARAB458VK9,contrastChangeDetection,2,0,false,,false,,
sub-NDARAB458VK9,seqLearning8target,1,0,false,,false,,
sub-NDARAB458VK9,surroundSupp,2,0,false,,false,,
sub-NDARAB458VK9,symbolSearch,1,0,false,,false,,
sub-NDARAB514MAJ,DespicableMe,1,0,false,,false,,
sub-NDARAB514MAJ,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB514MAJ,FunwithFractals,1,0,false,,false,,
sub-NDARAB514MAJ,RestingState,1,0,false,,false,,
sub-NDARAB514MAJ,ThePresent,1,0,false,,false,,
sub-NDARAB514MAJ,allTasks,3,3,true,3,false,15,E10;E21;E31;E37;E48;E54;E55;E56;E63;E78;E110;E118;E119;E126;Cz
sub-NDARAB514MAJ,contrastChangeDetection,3,0,false,,false,,
sub-NDARAB514MAJ,freeView,3,3,true,3,false,15,E10;E21;E31;E37;E48;E54;E55;E56;E63;E78;E110;E118;E119;E126;Cz
sub-NDARAB514MAJ,seqLearning6target,1,0,false,,false,,
sub-NDARAB514MAJ,surroundSupp,2,0,false,,false,,
sub-NDARAB514MAJ,symbolSearch,1,0,false,,false,,
sub-NDARAB674LNB,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB674LNB,RestingState,1,0,false,,false,,
sub-NDARAB674LNB,ThePresent,1,0,false,,false,,
sub-NDARAB674LNB,allTasks,3,3,true,3,false,9,E7;E10;E14;E25;E55;E56;E84;E110;Cz
sub-NDARAB674LNB,freeView,2,2,true,3,false,11,E10;E14;E15;E25;E55;E56;E84;E107;E110;E119;Cz
sub-NDARAB678VYW,DespicableMe,1,0,false,,false,,
sub-NDARAB678VYW,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB678VYW,FunwithFractals,1,0,false,,false,,
sub-NDARAB678VYW,RestingState,1,0,false,,false,,
sub-NDARAB678VYW,ThePresent,1,0,false,,false,,
sub-NDARAB678VYW,allTasks,11,11,true,1,false,25,E1;E2;E10;E17;E32;E33;E38;E43;E44;E48;E55;E62;E67;E78;E79;E80;E106;E112;E121;E122;E124;E126;E127;E128;Cz
sub-NDARAB678VYW,contrastChangeDetection,3,0,false,,false,,
sub-NDARAB678VYW,freeView,5,5,true,1,false,31,E1;E2;E3;E4;E8;E10;E17;E31;E32;E33;E38;E43;E44;E48;E55;E61;E62;E67;E78;E79;E80;E106;E112;E118;E121;E122;E124;E126;E127;E128;Cz
sub-NDARAB678VYW,surroundSupp,2,0,false,,false,,
sub-NDARAB678VYW,symbolSearch,1,0,false,,false,,
sub-NDARAB683CYD,DespicableMe,1,0,false,,false,,
sub-NDARAB683CYD,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB683CYD,FunwithFractals,1,0,false,,false,,
sub-NDARAB683CYD,ThePresent,1,0,false,,false,,
sub-NDARAB683CYD,contrastChangeDetection,1,0,false,,false,,
sub-NDARAB683CYD,surroundSupp,1,0,false,,false,,
sub-NDARAB683CYD,symbolSearch,1,0,false,,false,,
sub-NDARAB708LM5,RestingState,1,0,false,,false,,
sub-NDARAB756JDJ,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB756JDJ,FunwithFractals,1,0,false,,false,,
sub-NDARAB756JDJ,RestingState,1,0,false,,false,,
sub-NDARAB756JDJ,contrastChangeDetection,2,0,false,,false,,
sub-NDARAB756JDJ,seqLearning6target,1,0,false,,false,,
sub-NDARAB756JDJ,surroundSupp,1,0,false,,false,,
sub-NDARAB756JDJ,symbolSearch,1,0,false,,false,,
sub-NDARAB793GL3,DespicableMe,1,0,false,,false,,
sub-NDARAB793GL3,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB793GL3,FunwithFractals,1,0,false,,false,,
sub-NDARAB793GL3,RestingState,1,0,false,,false,,
sub-NDARAB793GL3,ThePresent,1,0,false,,false,,
sub-NDARAB793GL3,allTasks,12,12,true,1,false,23,E3;E54;E55;E62;E67;E71;E72;E74;E75;E76;E77;E78;E79;E80;E81;E82;E83;E84;E106;E107;E120;E127;Cz
sub-NDARAB793GL3,contrastChangeDetection,3,0,false,,false,,
sub-NDARAB793GL3,freeView,5,5,true,1,false,21,E3;E44;E54;E55;E62;E67;E71;E72;E74;E75;E76;E77;E78;E79;E81;E82;E84;E106;E107;E127;Cz
sub-NDARAB793GL3,seqLearning8target,1,0,false,,false,,
sub-NDARAB793GL3,surroundSupp,2,0,false,,false,,
sub-NDARAB793GL3,symbolSearch,1,0,false,,false,,
sub-NDARAB977GFB,DespicableMe,1,0,false,,false,,
sub-NDARAB977GFB,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAB977GFB,FunwithFractals,1,0,false,,false,,
sub-NDARAB977GFB,RestingState,1,0,false,,false,,
sub-NDARAB977GFB,ThePresent,1,0,false,,false,,
sub-NDARAB977GFB,allTasks,12,12,true,1,false,19,E14;E25;E26;E44;E48;E55;E62;E63;E67;E68;E78;E79;E81;E82;E88;E99;E121;E127;Cz
sub-NDARAB977GFB,contrastChangeDetection,3,0,false,,false,,
sub-NDARAB977GFB,freeView,5,5,true,1,false,17,E14;E26;E44;E48;E55;E62;E63;E67;E68;E79;E80;E81;E88;E99;E121;E127;Cz
sub-NDARAB977GFB,seqLearning6target,1,0,false,,false,,
sub-NDARAB977GFB,surroundSupp,2,0,false,,false,,
sub-NDARAB977GFB,symbolSearch,1,0,false,,false,,
sub-NDARAC296UCB,DespicableMe,1,0,false,,false,,
sub-NDARAC296UCB,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC296UCB,RestingState,1,0,false,,false,,
sub-NDARAC296UCB,contrastChangeDetection,2,0,false,,false,,
sub-NDARAC296UCB,surroundSupp,1,0,false,,false,,
sub-NDARAC296UCB,symbolSearch,1,0,false,,false,,
sub-NDARAC349YUC,DespicableMe,1,0,false,,false,,
sub-NDARAC349YUC,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC349YUC,FunwithFractals,1,0,false,,false,,
sub-NDARAC349YUC,RestingState,1,0,false,,false,,
sub-NDARAC349YUC,ThePresent,1,0,false,,false,,
sub-NDARAC349YUC,allTasks,10,10,true,2,false,121,E1;E3;E5;E6;E7;E8;E9;E10;E11;E12;E14;E15;E16;E17;E18;E19;E20;E21;E22;E23;E24;E25;E26;E27;E28;E29;E30;E31;E32;E33;E34;E35;E36;E37;E39;E40;E41;E42;E43;E44;E45;E46;E47;E48;E49;E50;E51;E52;E53;E54;E55;E56;E57;E58;E59;E60;E61;E62;E63;E64;E65;E66;E67;E68;E69;E70;E71;E72;E73;E74;E75;E76;E77;E78;E79;E80;E81;E82;E83;E84;E85;E86;E87;E88;E89;E90;E91;E92;E93;E94;E95;E96;E97;E98;E99;E100;E101;E102;E103;E104;E106;E107;E108;E109;E110;E111;E112;E113;E114;E115;E116;E117;E118;E119;E120;E122;E123;E124;E126;E127;Cz
sub-NDARAC349YUC,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC349YUC,freeView,3,3,true,2,false,121,E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;E13;E14;E15;E16;E17;E18;E20;E21;E22;E23;E24;E25;E26;E27;E28;E29;E30;E31;E32;E33;E34;E35;E36;E37;E39;E40;E41;E42;E43;E44;E46;E47;E48;E50;E51;E52;E53;E54;E55;E56;E57;E58;E59;E60;E61;E62;E63;E64;E65;E66;E67;E68;E69;E70;E71;E72;E73;E75;E76;E77;E78;E79;E80;E81;E82;E83;E84;E85;E86;E87;E88;E89;E90;E91;E92;E93;E94;E95;E96;E97;E98;E99;E100;E101;E102;E103;E104;E105;E106;E107;E108;E109;E110;E111;E112;E113;E114;E115;E116;E117;E118;E119;E120;E122;E123;E124;E126;E127;Cz
sub-NDARAC349YUC,seqLearning8target,1,0,false,,false,,
sub-NDARAC349YUC,surroundSupp,2,0,false,,false,,
sub-NDARAC350BZ0,DespicableMe,1,0,false,,false,,
sub-NDARAC350BZ0,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC350BZ0,FunwithFractals,1,0,false,,false,,
sub-NDARAC350BZ0,RestingState,1,0,false,,false,,
sub-NDARAC350BZ0,ThePresent,1,0,false,,false,,
sub-NDARAC350BZ0,allTasks,12,12,true,1,false,14,E31;E54;E55;E61;E62;E67;E78;E79;E80;E86;E87;E92;E106;Cz
sub-NDARAC350BZ0,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC350BZ0,freeView,5,5,true,1,false,17,E31;E54;E55;E61;E62;E67;E78;E79;E80;E86;E87;E92;E113;E119;E126;E127;Cz
sub-NDARAC350BZ0,seqLearning8target,1,0,false,,false,,
sub-NDARAC350BZ0,surroundSupp,2,0,false,,false,,
sub-NDARAC350BZ0,symbolSearch,1,0,false,,false,,
sub-NDARAC350XUM,DespicableMe,1,0,false,,false,,
sub-NDARAC350XUM,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC350XUM,FunwithFractals,1,0,false,,false,,
sub-NDARAC350XUM,RestingState,1,0,false,,false,,
sub-NDARAC350XUM,ThePresent,1,0,false,,false,,
sub-NDARAC350XUM,allTasks,11,11,true,2,false,16,E31;E48;E54;E55;E56;E60;E61;E62;E79;E80;E107;E113;E119;E126;E127;Cz
sub-NDARAC350XUM,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC350XUM,freeView,4,4,true,2,false,14,E48;E54;E55;E56;E60;E61;E62;E79;E80;E107;E119;E126;E127;Cz
sub-NDARAC350XUM,seqLearning6target,1,0,false,,false,,
sub-NDARAC350XUM,surroundSupp,2,0,false,,false,,
sub-NDARAC462DZH,DespicableMe,1,0,false,,false,,
sub-NDARAC462DZH,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC462DZH,FunwithFractals,1,0,false,,false,,
sub-NDARAC462DZH,RestingState,1,0,false,,false,,
sub-NDARAC462DZH,ThePresent,1,0,false,,false,,
sub-NDARAC462DZH,allTasks,10,10,true,2,false,17,E31;E54;E55;E56;E67;E76;E77;E78;E79;E80;E83;E84;E85;E86;E87;E107;Cz
sub-NDARAC462DZH,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC462DZH,freeView,4,4,true,2,false,16,E54;E55;E56;E67;E76;E77;E78;E79;E80;E83;E84;E85;E86;E87;E107;Cz
sub-NDARAC462DZH,surroundSupp,2,0,false,,false,,
sub-NDARAC589YMB,DespicableMe,1,0,false,,false,,
sub-NDARAC589YMB,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC589YMB,FunwithFractals,1,0,false,,false,,
sub-NDARAC589YMB,RestingState,1,0,false,,false,,
sub-NDARAC589YMB,ThePresent,1,0,false,,false,,
sub-NDARAC589YMB,allTasks,11,11,true,1,false,14,E7;E10;E11;E25;E28;E31;E55;E78;E79;E82;E107;E126;E127;Cz
sub-NDARAC589YMB,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC589YMB,freeView,4,4,true,1,false,14,E7;E10;E11;E20;E28;E48;E55;E78;E82;E107;E114;E126;E127;Cz
sub-NDARAC589YMB,seqLearning8target,1,0,false,,false,,
sub-NDARAC589YMB,surroundSupp,2,0,false,,false,,
sub-NDARAC589YMB,symbolSearch,1,0,false,,false,,
sub-NDARAC688ZM5,DespicableMe,1,0,false,,false,,
sub-NDARAC688ZM5,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC688ZM5,FunwithFractals,1,0,false,,false,,
sub-NDARAC688ZM5,RestingState,1,0,false,,false,,
sub-NDARAC688ZM5,ThePresent,1,0,false,,false,,
sub-NDARAC853CR6,DespicableMe,1,0,false,,false,,
sub-NDARAC853CR6,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC853CR6,FunwithFractals,1,0,false,,false,,
sub-NDARAC853CR6,RestingState,1,0,false,,false,,
sub-NDARAC853CR6,ThePresent,1,0,false,,false,,
sub-NDARAC853CR6,allTasks,11,11,true,1,false,22,E10;E31;E48;E53;E54;E55;E62;E67;E71;E72;E76;E77;E78;E79;E80;E84;E85;E87;E106;E119;E127;Cz
sub-NDARAC853CR6,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC853CR6,freeView,4,4,true,1,false,22,E10;E31;E48;E53;E54;E55;E62;E67;E71;E72;E76;E77;E78;E79;E80;E84;E85;E87;E119;E126;E127;Cz
sub-NDARAC853CR6,seqLearning8target,1,0,false,,false,,
sub-NDARAC853CR6,surroundSupp,2,0,false,,false,,
sub-NDARAC853CR6,symbolSearch,1,0,false,,false,,
sub-NDARAC853DTE,DespicableMe,1,0,false,,false,,
sub-NDARAC853DTE,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC853DTE,FunwithFractals,1,0,false,,false,,
sub-NDARAC853DTE,RestingState,1,0,false,,false,,
sub-NDARAC853DTE,ThePresent,1,0,false,,false,,
sub-NDARAC853DTE,allTasks,7,7,true,1,false,19,E31;E37;E52;E53;E54;E55;E60;E61;E62;E67;E78;E79;E80;E87;E112;E114;E119;E127;Cz
sub-NDARAC853DTE,freeView,3,3,true,1,false,18,E31;E37;E52;E53;E54;E55;E60;E61;E62;E67;E78;E79;E80;E87;E114;E119;E127;Cz
sub-NDARAC853DTE,seqLearning8target,1,0,false,,false,,
sub-NDARAC853DTE,surroundSupp,2,0,false,,false,,
sub-NDARAC853DTE,symbolSearch,1,0,false,,false,,
sub-NDARAC857HDB,DespicableMe,1,0,false,,false,,
sub-NDARAC857HDB,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC857HDB,FunwithFractals,1,0,false,,false,,
sub-NDARAC857HDB,RestingState,1,0,false,,false,,
sub-NDARAC857HDB,ThePresent,1,0,false,,false,,
sub-NDARAC857HDB,allTasks,11,11,true,2,false,22,E13;E17;E48;E49;E52;E53;E55;E56;E61;E62;E67;E78;E79;E80;E87;E107;E113;E114;E119;E126;E127;Cz
sub-NDARAC857HDB,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC857HDB,freeView,4,4,true,2,false,26,E7;E13;E17;E32;E48;E49;E52;E53;E54;E55;E56;E61;E67;E78;E79;E80;E81;E88;E94;E107;E114;E119;E126;E127;E128;Cz
sub-NDARAC857HDB,seqLearning6target,1,0,false,,false,,
sub-NDARAC857HDB,surroundSupp,2,0,false,,false,,
sub-NDARAC904DMU,DespicableMe,1,0,false,,false,,
sub-NDARAC904DMU,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC904DMU,FunwithFractals,1,0,false,,false,,
sub-NDARAC904DMU,RestingState,1,0,false,,false,,
sub-NDARAC904DMU,ThePresent,1,0,false,,false,,
sub-NDARAC904DMU,allTasks,10,10,true,1,false,18,E6;E18;E48;E53;E55;E62;E67;E72;E77;E78;E81;E85;E103;E113;E122;E126;E127;Cz
sub-NDARAC904DMU,contrastChangeDetection,3,0,false,,false,,
sub-NDARAC904DMU,freeView,3,3,true,1,false,20,E6;E18;E44;E48;E53;E55;E62;E67;E72;E77;E78;E81;E103;E105;E113;E114;E122;E126;E127;Cz
sub-NDARAC904DMU,seqLearning8target,1,0,false,,false,,
sub-NDARAC904DMU,surroundSupp,2,0,false,,false,,
sub-NDARAC904DMU,symbolSearch,1,0,false,,false,,
sub-NDARAC923GPW,DespicableMe,1,0,false,,false,,
sub-NDARAC923GPW,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAC923GPW,FunwithFractals,1,0,false,,false,,
sub-NDARAC923GPW,RestingState,1,0,false,,false,,
sub-NDARAC923GPW,ThePresent,1,0,false,,false,,
sub-NDARAD224CRB,DespicableMe,1,0,false,,false,,
sub-NDARAD224CRB,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAD224CRB,FunwithFractals,1,0,false,,false,,
sub-NDARAD224CRB,RestingState,1,0,false,,false,,
sub-NDARAD224CRB,ThePresent,1,0,false,,false,,
sub-NDARAD224CRB,allTasks,12,12,true,1,false,16,E1;E8;E17;E55;E56;E62;E67;E73;E80;E81;E107;E113;E114;E119;E127;Cz
sub-NDARAD224CRB,contrastChangeDetection,3,0,false,,false,,
sub-NDARAD224CRB,freeView,5,5,true,1,false,15,E8;E17;E55;E56;E62;E67;E73;E80;E81;E107;E113;E114;E119;E127;Cz
sub-NDARAD224CRB,seqLearning8target,1,0,false,,false,,
sub-NDARAD224CRB,surroundSupp,2,0,false,,false,,
sub-NDARAD224CRB,symbolSearch,1,0,false,,false,,
sub-NDARAD232HVV,RestingState,1,0,false,,false,,
sub-NDARAD232HVV,allTasks,1,1,true,6,false,19,E7;E8;E31;E48;E49;E54;E55;E56;E60;E61;E62;E66;E67;E78;E79;E87;E106;E112;Cz
sub-NDARAD256AHU,DespicableMe,1,0,false,,false,,
sub-NDARAD256AHU,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAD256AHU,FunwithFractals,1,0,false,,false,,
sub-NDARAD256AHU,ThePresent,1,0,false,,false,,
sub-NDARAD269FZD,DespicableMe,1,0,false,,false,,
sub-NDARAD269FZD,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAD269FZD,FunwithFractals,1,0,false,,false,,
sub-NDARAD269FZD,RestingState,1,0,false,,false,,
sub-NDARAD269FZD,ThePresent,1,0,false,,false,,
sub-NDARAD269FZD,allTasks,5,5,true,2,false,20,E7;E10;E13;E31;E39;E44;E48;E49;E54;E55;E72;E80;E106;E110;E113;E119;E120;E126;E127;Cz
sub-NDARAD269FZD,freeView,4,4,true,2,false,21,E7;E10;E13;E31;E39;E44;E48;E49;E54;E55;E72;E80;E81;E106;E110;E113;E119;E120;E126;E127;Cz
sub-NDARAD459XJK,RestingState,1,0,false,,false,,
sub-NDARAD571FLB,DespicableMe,1,0,false,,false,,
sub-NDARAD571FLB,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAD571FLB,FunwithFractals,1,0,false,,false,,
sub-NDARAD571FLB,RestingState,1,0,false,,false,,
sub-NDARAD571FLB,ThePresent,1,1,true,1,false,35,E14;E19;E25;E26;E27;E31;E37;E43;E44;E46;E48;E50;E53;E54;E55;E56;E61;E62;E63;E67;E72;E76;E77;E78;E91;E99;E103;E105;E107;E112;E118;E121;E127;E128;Cz
sub-NDARAD571FLB,allTasks,10,10,true,1,false,37,E14;E19;E21;E22;E25;E26;E27;E31;E37;E43;E44;E46;E48;E50;E54;E55;E56;E62;E63;E67;E74;E77;E78;E91;E99;E103;E105;E107;E111;E112;E115;E118;E121;E126;E127;E128;Cz
sub-NDARAD571FLB,contrastChangeDetection,3,0,false,,false,,
sub-NDARAD571FLB,freeView,5,5,true,1,false,36,E14;E19;E21;E25;E26;E27;E31;E37;E43;E44;E46;E48;E50;E54;E55;E56;E62;E63;E67;E74;E76;E77;E78;E91;E99;E103;E105;E107;E111;E112;E118;E121;E126;E127;E128;Cz
sub-NDARAD571FLB,seqLearning6target,1,0,false,,false,,
sub-NDARAD571FLB,symbolSearch,1,0,false,,false,,
sub-NDARAD615WLJ,DespicableMe,1,0,false,,false,,
sub-NDARAD615WLJ,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAD615WLJ,FunwithFractals,1,0,false,,false,,
sub-NDARAD615WLJ,RestingState,1,0,false,,false,,
sub-NDARAD615WLJ,ThePresent,1,1,true,1,false,30,E17;E48;E52;E53;E54;E55;E56;E59;E60;E61;E62;E63;E65;E66;E67;E70;E71;E72;E73;E78;E79;E81;E88;E105;E106;E112;E114;E119;E127;Cz
sub-NDARAD615WLJ,allTasks,12,12,true,1,false,19,E17;E48;E52;E53;E54;E55;E60;E61;E62;E63;E66;E67;E79;E81;E106;E112;E119;E127;Cz
sub-NDARAD615WLJ,contrastChangeDetection,3,0,false,,false,,
sub-NDARAD615WLJ,freeView,5,5,true,1,false,22,E17;E48;E52;E53;E54;E55;E56;E60;E61;E62;E63;E66;E67;E71;E79;E81;E88;E106;E112;E119;E127;Cz
sub-NDARAD615WLJ,seqLearning6target,1,0,false,,false,,
sub-NDARAD615WLJ,surroundSupp,2,0,false,,false,,
sub-NDARAD615WLJ,symbolSearch,1,0,false,,false,,
sub-NDARAD774HAZ,DespicableMe,1,0,false,,false,,
sub-NDARAD774HAZ,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAD774HAZ,FunwithFractals,1,0,false,,false,,
sub-NDARAD774HAZ,RestingState,1,0,false,,false,,
sub-NDARAD774HAZ,ThePresent,1,0,false,,false,,
sub-NDARAD774HAZ,allTasks,10,10,true,1,false,26,E2;E4;E7;E13;E16;E20;E24;E26;E32;E39;E40;E54;E55;E58;E61;E64;E74;E79;E84;E95;E104;E105;E121;E127;E128;Cz
sub-NDARAD774HAZ,contrastChangeDetection,3,0,false,,false,,
sub-NDARAD774HAZ,freeView,3,3,true,1,false,27,E2;E4;E7;E13;E16;E20;E24;E26;E31;E32;E39;E40;E54;E55;E58;E61;E64;E74;E79;E84;E95;E104;E105;E121;E127;E128;Cz
sub-NDARAD774HAZ,seqLearning8target,1,0,false,,false,,
sub-NDARAD774HAZ,surroundSupp,2,0,false,,false,,
sub-NDARAD774HAZ,symbolSearch,1,0,false,,false,,
sub-NDARAE301XTM,DespicableMe,1,0,false,,false,,
sub-NDARAE301XTM,DiaryOfAWimpyKid,1,0,false,,false,,
sub-NDARAE301XTM,FunwithFractals,1,0,false,,false,,
sub-NDARAE301XTM,RestingState,1,0,false,,false,,
sub-NDARAE301XTM,ThePresent,1,0,false,,false,,
sub-NDARAE301XTM,allTasks,12,12,true,1,false,19,E43;E44;E48;E49;E63;E67;E73;E107;E111;E113;E114;E116;E119;E120;E123;E124;E126;E127;Cz
sub-NDARAE301XTM,contrastChangeDetection,3,0,false,,false,,
sub-NDARAE301XTM,freeView,5,5,true,1,false,9,E44;E49;E67;E114;E119;E124;E126;E127;Cz
sub-NDARAE301XTM,seqLearning8target,1,0,false,,false,,
sub-NDARAE301XTM,surroundSupp,2,0,false,,false,,
sub-NDARAE301XTM,symbolSearch,1,0,false,,false,,
sub-NDARAE540FCG,DiaryOfAWimpyKid,1,0,false,,false,,
