subject,status,error,fif_path,report_path,metrics_path,report_exists,report_opened,report_has_run1_sync_figure,report_error,metrics_json_present,eeg_regex,et_regex,eeg_sync_label_counts,et_sync_label_counts,sfreq_hz,shared_events_from_annotations,shared_events_from_metrics_json,shared_event_count_matches_metrics_json,first_raw_onset_s,last_raw_onset_s,event_span_s,all_fit_slope,all_fit_intercept,all_mean_abs_residual_ms,all_median_abs_residual_ms,all_max_abs_residual_ms,all_rmse_residual_ms,all_within_1_sample,all_within_4_samples,first_last_fit_slope,first_last_fit_intercept,first_last_mean_abs_residual_ms,first_last_median_abs_residual_ms,first_last_max_abs_residual_ms,first_last_rmse_residual_ms,first_last_within_1_sample,first_last_within_4_samples,delta_mean_abs_residual_ms,delta_median_abs_residual_ms,delta_max_abs_residual_ms,delta_rmse_residual_ms,mean_abs_line_diff_ms,max_abs_line_diff_ms,metrics_mean_abs_sync_error_ms,metrics_median_abs_sync_error_ms,metrics_regression_slope,metrics_within_1_sample,metrics_within_4_samples
sub-NDARCP452ZVH,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARCP452ZVH/eeg/sub-NDARCP452ZVH_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARCP452ZVH/eeg/sub-NDARCP452ZVH_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARCP452ZVH/misc/sub-NDARCP452ZVH_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:2;trialResponse:12,ET_# Message: 14:12;ET_# Message: 20:2,500.0,14,14,True,113.821999,239.626007,125.80400799999998,0.9999999964640855,0.0004896541905495668,3.7097472112575605,2.9294672149973167,16.020748274300445,5.379616434216626,5,13,0.9998942323045862,0.02854869052161746,8.639411329938744,7.55798647270467,22.249436216142726,10.93415286276365,3,8,4.929664118681183,4.628519257707353,6.228687941842281,5.554536428547024,8.491276863553919,16.020748274300445,3.709950536534937,2.9324119879561295,0.9999999825162358,5,13
sub-NDARCW932EU6,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARCW932EU6/eeg/sub-NDARCW932EU6_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARCW932EU6/eeg/sub-NDARCW932EU6_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARCW932EU6/misc/sub-NDARCW932EU6_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:23,ET_# Message: 14:23;ET_# Message: 20:3,500.0,26,26,True,70.823997,191.884003,121.060006,1.0000000245438039,-0.0001773682476608173,0.44135777576861723,0.4191652470524332,0.8607446495432214,0.49255319763842687,26,26,0.9999926895757794,0.000868753463066696,0.465106172192975,0.4433237623828745,1.1171180712779005,0.5602682385264418,26,26,0.023748396424357776,0.024158515330441332,0.25637342173467914,0.06771504088801494,0.21997071937435592,0.5266299573634114,0.44017161531793536,0.4200487504064654,0.9999999998108214,26,26
sub-NDARCW933FD5,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARCW933FD5/eeg/sub-NDARCW933FD5_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARCW933FD5/eeg/sub-NDARCW933FD5_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARCW933FD5/misc/sub-NDARCW933FD5_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:28,ET_# Message: 14:28;ET_# Message: 20:3,500.0,31,31,True,86.968002,210.899994,123.931992,1.0000000017838462,0.0006258622396727826,0.36933657159924255,0.2670258861456887,1.3499676170880548,0.507947334891418,31,31,1.0000063986706518,3.852039796470308e-05,0.5542123765587986,0.4169558289959241,1.3295526000547397,0.6721566087403733,31,31,0.18487580495955608,0.14992994285023542,-0.020415017033315053,0.16420927384895534,0.3714118537011069,0.7617615472099715,0.36939012983843383,0.2684487222950338,0.9999999998160501,31,31
sub-NDARCX462NVA,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARCX462NVA/eeg/sub-NDARCX462NVA_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARCX462NVA/eeg/sub-NDARCX462NVA_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARCX462NVA/misc/sub-NDARCX462NVA_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:16,ET_# Message: 14:16;ET_# Message: 20:3,500.0,19,19,True,34.383999,155.444,121.06000099999999,1.0000000387217436,-0.0007600346286637595,1.3211501224283122,0.6787305463689108,6.476015565965554,2.08430986048149,16,19,1.000012828349473,0.003727910044545979,5.751029459871329,6.079565967155531,8.14037742171081,6.13810080409333,2,17,4.429879337443017,5.4008354207866205,1.6643618557452555,4.0537909436118404,5.751029459888906,6.476015565965554,1.321273556067949,0.6738438054583185,0.9999999972431979,16,19
sub-NDARDE283PLC,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDE283PLC/eeg/sub-NDARDE283PLC_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDE283PLC/eeg/sub-NDARDE283PLC_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDE283PLC/misc/sub-NDARDE283PLC_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:19,ET_# Message: 14:19;ET_# Message: 20:3,500.0,22,22,True,174.542007,300.81601,126.274003,0.9999999558362465,-0.0005615266358804659,0.5161394374175127,0.504470436069937,1.515973748922761,0.6319676264100157,22,22,1.0000062720748626,-0.0017347405345731204,0.6194645060808377,0.5265306279227389,1.4810932883904115,0.7622087955502522,22,22,0.10332506866332503,0.022060191852801836,-0.03488046053234939,0.13024116914023653,0.36360945336804723,0.726811800006999,0.5186857785614309,0.509002933569036,0.9999999997017007,22,22
sub-NDARDE319VD1,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDE319VD1/eeg/sub-NDARDE319VD1_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDE319VD1/eeg/sub-NDARDE319VD1_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDE319VD1/misc/sub-NDARDE319VD1_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:17,ET_# Message: 14:17;ET_# Message: 20:3,500.0,20,20,True,37.458,160.005997,122.54799700000001,0.999999981470867,0.0003424948594599797,0.4829796804443731,0.4472105477688615,0.9414699129308701,0.5581427384315384,20,20,1.0000074664623038,8.632125502572308e-05,0.6264959632293454,0.36830458852676884,1.8170904236285423,0.8370892880706171,20,20,0.1435162827849723,-0.07890595924209265,0.8756205106976722,0.2789465496390787,0.5496658116395992,0.9414699129308701,0.4835274991425109,0.44803173148721953,0.9999999997993824,20,20
sub-NDARDH214UVC,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDH214UVC/eeg/sub-NDARDH214UVC_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDH214UVC/eeg/sub-NDARDH214UVC_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDH214UVC/misc/sub-NDARDH214UVC_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:2;trialResponse:14,ET_# Message: 14:14;ET_# Message: 20:2,500.0,16,16,True,111.919998,238.554001,126.63400299999999,0.9999999697296222,-0.0002986889237954071,1.5953212721697696,0.9164524815332697,6.200076784395492,2.2770376795743017,11,16,0.9999839063762362,0.007699198339437885,5.079999209842256,5.653167273138138,8.464453501119351,5.606251933519084,2,15,3.484677937672487,4.736714791604868,2.2643767167238593,3.329214253944782,5.079999209904429,6.200076784395492,1.5954554619899142,0.9190524317972404,0.9999999969478267,11,16
sub-NDARDJ092YKH,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ092YKH/eeg/sub-NDARDJ092YKH_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ092YKH/eeg/sub-NDARDJ092YKH_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ092YKH/misc/sub-NDARDJ092YKH_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:18,ET_# Message: 14:18;ET_# Message: 20:3,500.0,21,21,True,45.868,174.365997,128.497997,1.0000000164368126,0.00013664656831742213,1.5109100315132737,1.3110655260106796,4.890599507959337,1.8727260813277622,15,21,0.9999783265104123,0.006022119620403998,3.219762489622318,3.372446581636268,6.3047568635141715,3.8147096809375673,7,21,1.7088524581090443,2.0613810556255885,1.4141573555548348,1.9419835996098052,3.219762489607769,4.890599507959337,1.510789418536736,1.3181529140808834,0.9999999975667369,15,21
sub-NDARDJ204EPU,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ204EPU/eeg/sub-NDARDJ204EPU_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ204EPU/eeg/sub-NDARDJ204EPU_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ204EPU/misc/sub-NDARDJ204EPU_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:25,ET_# Message: 14:25;ET_# Message: 20:3,500.0,28,28,True,32.875999,154.160004,121.28400499999998,1.000000015238753,0.0006452212765796607,2.478833807145721,1.688122205656839,19.595277734197225,4.290853808633388,15,27,0.9998508459545018,0.025144588250640254,10.04628759459436,9.708524451745859,22.233633170131384,12.024065409962567,3,11,7.56745378744864,8.02040224608902,2.6383554359341588,7.733211601329179,9.884580918212649,19.595277734197225,2.478581110661539,1.68942712466702,0.9999999856077441,15,27
sub-NDARDJ970ELG,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ970ELG/eeg/sub-NDARDJ970ELG_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ970ELG/eeg/sub-NDARDJ970ELG_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDJ970ELG/misc/sub-NDARDJ970ELG_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:28,ET_# Message: 14:28;ET_# Message: 20:3,500.0,31,31,True,64.650002,185.619995,120.96999299999999,1.0000000179272448,-0.000720767251938455,1.1842362623587903,0.8699848002891031,5.022608255515593,1.580507784780163,26,31,0.9999610233919748,0.006822837786771174,2.663081746178826,2.5173502841653317,8.172941872345518,3.2831578214721002,12,30,1.4788454838200356,1.6473654838762286,3.1503336168299256,1.7026500366919373,2.506731266118051,5.022608255515593,1.184519836549443,0.8711961961012094,0.9999999980985723,26,31
sub-NDARDK794WV3,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDK794WV3/eeg/sub-NDARDK794WV3_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDK794WV3/eeg/sub-NDARDK794WV3_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDK794WV3/misc/sub-NDARDK794WV3_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:23,ET_# Message: 14:23;ET_# Message: 20:3,500.0,26,26,True,31.254,152.975998,121.721998,1.0000000182649078,-0.0006803699817613449,1.4723868372769835,0.7970415709550593,7.02879913033172,2.1075309684540575,21,26,0.9999622582600066,0.007528580341752189,4.733443053103551,5.173976791738255,9.537091589066904,5.297387319051564,4,24,3.2610562158265677,4.376935220783196,2.508292458735184,3.189856350597507,4.661092853706186,7.02879913033172,1.4732233542605289,0.7962433308392747,0.9999999966571824,21,26
sub-NDARDL033XRG,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL033XRG/eeg/sub-NDARDL033XRG_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL033XRG/eeg/sub-NDARDL033XRG_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL033XRG/misc/sub-NDARDL033XRG_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:16,ET_# Message: 14:16;ET_# Message: 20:3,500.0,19,19,True,118.528,239.612,121.08399999999999,0.9999999629215851,-0.00043803857443236184,2.1257813428069254,1.1110818967665637,13.12243340477437,3.5719577608296764,13,18,0.9999216163985333,0.02197065151463562,7.699229345999321,6.757812725624035,16.032612008785918,8.98953723576975,3,11,5.573448003192395,5.646730828857471,2.9101786040115485,5.417579474940075,7.699229345989597,13.12243340477437,2.125466048708727,1.1100037552864706,0.9999999910715934,13,18
sub-NDARDL377ZT7,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL377ZT7/eeg/sub-NDARDL377ZT7_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL377ZT7/eeg/sub-NDARDL377ZT7_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL377ZT7/misc/sub-NDARDL377ZT7_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:17,ET_# Message: 14:17;ET_# Message: 20:3,500.0,20,20,True,95.557999,238.324005,142.766006,1.0000000072376796,-0.00032166621387383864,2.730352197441732,2.0827045802960242,13.816974595698639,4.0025952038262655,10,19,0.9999460796010501,0.018648525428943685,10.2807829854342,10.859548205132796,15.838461296723949,11.24260385475246,2,5,7.550430787992468,8.776843624836772,2.02148670102531,7.240008650926194,10.28078298547257,13.816974595698639,2.7291538669366844,2.08164578845782,0.9999999900513189,10,19
sub-NDARDL511UND,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL511UND/eeg/sub-NDARDL511UND_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL511UND/eeg/sub-NDARDL511UND_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDL511UND/misc/sub-NDARDL511UND_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:27,ET_# Message: 14:27;ET_# Message: 20:3,500.0,30,30,True,62.313999,185.613998,123.29999900000001,0.9999999886059533,-0.0006647826405703792,0.4242588730463126,0.438300571758532,1.085492649181674,0.5040581143055191,30,30,0.9999890510948016,0.0011022700675837882,0.6022532769714909,0.5375291639921898,1.6407445105244278,0.7633975621035496,30,30,0.1779944039251783,0.09922859223365776,0.5552518613427537,0.25933944779803053,0.47897877885437384,1.085492649181674,0.4237744326483531,0.44035166557421235,0.9999999998142641,30,30
sub-NDARDR304HHJ,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDR304HHJ/eeg/sub-NDARDR304HHJ_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDR304HHJ/eeg/sub-NDARDR304HHJ_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDR304HHJ/misc/sub-NDARDR304HHJ_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:18,ET_# Message: 14:18;ET_# Message: 20:3,500.0,21,21,True,76.741997,203.067993,126.325996,1.0000000005170808,0.0009219727458781896,1.2297558681564982,0.9999601349761633,5.669987572318291,1.7042955945279292,18,21,0.9999609819027274,0.009586326703839632,3.116370193152664,3.082243997084788,6.6712699386783925,3.778710130969509,8,21,1.8866143249961658,2.082283862108625,1.0012823663601012,2.0744145364415796,3.0144697774965206,5.669987572318291,1.229346795397424,0.999901704972217,0.9999999980676798,18,21
sub-NDARDR439HY2,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDR439HY2/eeg/sub-NDARDR439HY2_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDR439HY2/eeg/sub-NDARDR439HY2_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDR439HY2/misc/sub-NDARDR439HY2_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:4;trialResponse:34,ET_# Message: 14:34;ET_# Message: 20:4,500.0,38,38,True,29.944,151.158005,121.214005,0.9999999863647245,-0.0002609968240532869,0.47634726255813875,0.4469131009159355,1.2234051187434147,0.5693178334519268,38,38,0.9999949593283383,0.0011129378722394279,0.9199537362185595,0.8670808280015763,2.185901257405476,1.0860854851362303,37,38,0.4436064736604207,0.42016772708564076,0.9624961386620612,0.5167676516843035,0.9070643066819472,1.2234051187434147,0.47584687267693565,0.4476067595895472,0.9999999997496317,38,38
sub-NDARDU314YVY,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU314YVY/eeg/sub-NDARDU314YVY_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU314YVY/eeg/sub-NDARDU314YVY_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU314YVY/misc/sub-NDARDU314YVY_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:2;trialResponse:9,ET_# Message: 14:9;ET_# Message: 20:2,500.0,11,11,True,159.259995,288.571991,129.31199600000002,0.9999999787005394,0.00015891991116766176,2.1738233480164126,2.2268255235644574,4.925472240813633,2.6047052147768377,5,11,0.9999871396308813,0.00712914232153139,4.059355539430436,4.211811273933108,8.49663224224173,4.85420022791212,3,10,1.8855321914140237,1.9849857503686508,3.5711600014280975,2.249495013135282,4.059355539440772,4.925472240813633,2.173105477908166,2.228952410717966,0.9999999962756189,5,11
sub-NDARDU482DGK,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU482DGK/eeg/sub-NDARDU482DGK_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU482DGK/eeg/sub-NDARDU482DGK_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU482DGK/misc/sub-NDARDU482DGK_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:22,ET_# Message: 14:22;ET_# Message: 20:3,500.0,25,25,True,90.617996,213.830002,123.212006,0.9999999849256512,0.0004598811747478492,0.4519607108358059,0.45793561596951804,1.327843183105415,0.5507659540842752,25,25,0.9999918839078068,0.001964464009887479,0.4997458653525655,0.40195774275275653,1.7372008178426768,0.6775508806911354,25,25,0.047785154516759576,-0.05597787321676151,0.40935763473726183,0.12678492660686025,0.3244966881356959,0.7704848325289504,0.451764293872543,0.4588882180485143,0.9999999997776109,25,25
sub-NDARDU617ZW1,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU617ZW1/eeg/sub-NDARDU617ZW1_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU617ZW1/eeg/sub-NDARDU617ZW1_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU617ZW1/misc/sub-NDARDU617ZW1_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:2;trialResponse:12,ET_# Message: 14:12;ET_# Message: 20:2,500.0,14,14,True,44.588001,167.813995,123.22599400000001,0.999999997602091,0.0005902001863630939,1.193502685129236,0.9674372556460753,3.991906731599215,1.4978509080743643,13,14,0.9999756950631699,0.005665708547688553,2.464380356065427,2.560935458035374,5.117367497319947,2.9301684582431546,6,14,1.270877670936191,1.5934982023892985,1.1254607657207316,1.4323175501687904,2.3227215932298657,3.991906731599215,1.1932256438100808,0.9672720118345524,0.9999999986017233,13,14
sub-NDARDU760YZC,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU760YZC/eeg/sub-NDARDU760YZC_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU760YZC/eeg/sub-NDARDU760YZC_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU760YZC/misc/sub-NDARDU760YZC_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:24,ET_# Message: 14:24;ET_# Message: 20:3,500.0,27,27,True,33.158001,158.970001,125.812,0.9999999868911174,-0.0004523023813515974,1.438846162927192,1.2784188209167269,5.674737045701761,1.8971326128658235,20,27,0.9999678329571107,0.006288594840292205,3.606637372629488,3.378472911975905,7.901129764675829,4.2219745579599905,7,27,2.1677912097022958,2.100054091059178,2.2263927189740684,2.324841945094167,3.5762212797797166,5.674737045701761,1.4384117530560223,1.281371534375353,0.9999999974102421,20,27
sub-NDARDU853XZ6,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU853XZ6/eeg/sub-NDARDU853XZ6_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU853XZ6/eeg/sub-NDARDU853XZ6_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDU853XZ6/misc/sub-NDARDU853XZ6_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:2;trialResponse:9,ET_# Message: 14:9;ET_# Message: 20:2,500.0,11,11,True,36.096001,172.328003,136.232002,1.0000000284558566,0.00010824155808870379,1.9664788816174648,1.4451627267959566,6.871731299284534,2.6593949515652664,6,11,0.999968355452928,0.00812324160275324,4.539947579174773,5.171263831314832,9.369779857657079,5.450274896344365,3,10,2.573468697557308,3.726101104518875,2.4980485583725454,2.790879944779099,4.539947579166375,6.871731299284534,1.9657844884361257,1.4445083386789292,0.9999999964937665,6,11
sub-NDARDV204BYM,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDV204BYM/eeg/sub-NDARDV204BYM_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDV204BYM/eeg/sub-NDARDV204BYM_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDV204BYM/misc/sub-NDARDV204BYM_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:2;trialResponse:11,ET_# Message: 14:11;ET_# Message: 20:2,500.0,13,13,True,35.147999,158.798004,123.650005,0.9999999862278923,-0.00013336501393416915,0.636234593654942,0.551733326162207,1.5695519971643535,0.7595988908529305,13,13,1.0000147432262538,-0.0009071949016217218,1.0083211513340564,1.2625111659048116,2.2426756048048446,1.214944664445269,12,13,0.37208655767911447,0.7107778397426046,0.6731236076404912,0.4553457735923385,0.7788568122928898,1.5695519971359317,0.6364047906090448,0.5561182766058437,0.9999999996558159,13,13
sub-NDARDV222JZ6,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDV222JZ6/eeg/sub-NDARDV222JZ6_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDV222JZ6/eeg/sub-NDARDV222JZ6_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDV222JZ6/misc/sub-NDARDV222JZ6_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:2;trialResponse:12,ET_# Message: 14:12;ET_# Message: 20:2,500.0,14,14,True,99.606003,226.253998,126.647995,0.9999999864902899,-9.591798339370846e-05,0.34857804414859367,0.32779089104906234,0.8450796450745202,0.4225650303489838,14,14,0.999996446844658,0.00043791560165118426,0.3274186427221691,0.18971660010436153,0.9507734302474091,0.4524758281266457,14,14,-0.021159401426424584,-0.1380742909447008,0.10569378517288897,0.029910797777661924,0.14154813107986847,0.2670253906558173,0.3499673622755495,0.3278767437109309,0.9999999999054423,14,14
sub-NDARDW178AC6,ok,,/data/work/st156392/mergedDataset/derivatives/sub-NDARDW178AC6/eeg/sub-NDARDW178AC6_task-freeView_run-1_proc-eyelink_raw.fif,/data/work/st156392/mergedDataset/derivatives/sub-NDARDW178AC6/eeg/sub-NDARDW178AC6_task-freeView_report.h5,/data/work/st156392/mergedDataset/derivatives/sub-NDARDW178AC6/misc/sub-NDARDW178AC6_task-freeView_run-1_proc-eyelink_metrics.json,True,False,False,ValueError: The loaded report has no attribute verbose,True,(?:trialResponse|newPage),# Message: (?:14|20),newPage:3;trialResponse:21,ET_# Message: 14:21;ET_# Message: 20:3,500.0,24,24,True,34.301998,154.356003,120.05400499999999,0.9999999819217505,-0.00020299614379736623,2.3240453970982955,1.5376813331258177,15.862616263873974,3.846536194670679,13,23,0.9998923151293454,0.019352806217824536,9.35868939828044,9.930082540378748,20.07521001609547,10.97538152975514,2,10,7.034644001182144,8.39240120725293,4.212593752221494,7.128845335084461,9.358689398247577,15.862616263873974,2.323790217425644,1.5383438494254165,0.999999990514231,13,23
